# Time  Perpendicularity_Metric
0.02106 0.163107
0.0210825 0.163113
0.021105 0.163129
0.0211275 0.163149
0.02115 0.163166
0.0211725 0.163181
0.021195 0.163205
0.0212175 0.163234
0.02124 0.163277
0.0212625 0.163323
0.021285 0.163368
0.0213075 0.163411
0.02133 0.163461
0.0213525 0.163517
0.021375 0.163576
0.0213975 0.163634
0.02142 0.16369
0.0214425 0.163745
0.021465 0.1638
0.0214875 0.163853
0.02151 0.163912
0.0215325 0.163986
0.021555 0.164064
0.0215775 0.164162
0.0216 0.164278
0.0216225 0.164395
0.021645 0.164517
0.0216675 0.164643
0.02169 0.16477
0.0217125 0.164903
0.021735 0.165038
0.0217575 0.165177
0.02178 0.165317
0.0218025 0.16546
0.021825 0.165606
0.0218475 0.165751
0.02187 0.165896
0.0218925 0.166039
0.021915 0.16618
0.0219375 0.166323
0.02196 0.166463
0.0219825 0.166612
0.022005 0.166763
0.0220275 0.166909
0.02205 0.16705
0.0220725 0.16719
0.022095 0.167328
0.0221175 0.167462
0.02214 0.167592
0.0221625 0.167719
0.022185 0.167844
0.0222075 0.167966
0.02223 0.168097
0.0222525 0.168228
0.022275 0.168363
0.0222975 0.168494
0.02232 0.168625
0.0223425 0.168751
0.022365 0.16888
0.0223875 0.169007
0.02241 0.169134
0.0224325 0.169275
0.022455 0.169425
0.0224775 0.169576
0.0225 0.169727
0.0225225 0.169877
0.022545 0.170028
0.0225675 0.170181
0.02259 0.170338
0.0226125 0.170493
0.022635 0.170647
0.0226575 0.170802
0.02268 0.170959
0.0227025 0.171114
0.022725 0.171274
0.0227475 0.171435
0.02277 0.171602
0.0227925 0.171769
0.022815 0.171936
0.0228375 0.172108
0.02286 0.172281
0.0228825 0.172458
0.022905 0.172638
0.0229275 0.172825
0.02295 0.173013
0.0229725 0.173206
0.022995 0.17341
0.0230175 0.173613
0.02304 0.173809
0.0230625 0.173987
0.023085 0.174151
0.0231075 0.174289
0.02313 0.174412
0.0231525 0.17453
0.023175 0.174653
0.0231975 0.174778
0.02322 0.174907
0.0232425 0.175039
0.023265 0.175175
0.0232875 0.175316
0.02331 0.17546
0.0233325 0.175604
0.023355 0.175749
0.0233775 0.175894
0.0234 0.176041
0.0234225 0.17619
0.023445 0.176347
0.0234675 0.17651
0.02349 0.176673
0.0235125 0.176839
0.023535 0.177005
0.0235575 0.177173
0.02358 0.177337
0.0236025 0.177502
0.023625 0.177667
0.0236475 0.177831
0.02367 0.177995
0.0236925 0.178161
0.023715 0.178326
0.0237375 0.178491
0.02376 0.178655
0.0237825 0.178816
0.023805 0.178978
0.0238275 0.179144
0.02385 0.179314
0.0238725 0.179495
0.023895 0.179679
0.0239175 0.179863
0.02394 0.180047
0.0239625 0.180229
0.023985 0.180411
0.0240075 0.180591
0.02403 0.180768
0.0240525 0.180935
0.024075 0.181089
0.0240975 0.181221
0.02412 0.181329
0.0241425 0.181426
0.024165 0.181529
0.0241875 0.181735
0.02421 0.181948
0.0242325 0.182151
0.024255 0.182346
0.0242775 0.182533
0.0243 0.182715
0.0243225 0.182892
0.024345 0.183068
0.0243675 0.183241
0.02439 0.183411
